word=zone, count=1
word=prescription, count=1
word=prescribed, count=1
word=prepared, count=1
word=premises, count=1
word=preliminaries, count=1
word=preferred, count=1
word=predicted, count=2
word=predict, count=1
word=precisely, count=1
word=precious, count=3
word=preceding, count=1
word=precedence, count=1
word=precarious, count=1
word=pray, count=1
word=prating, count=1
word=pranks, count=1
word=prancing, count=1
word=praise, count=1
word=practice, count=1
word=practically, count=1
word=practical, count=1
word=pox, count=1
word=powerful, count=2
word=power, count=1
word=pounds, count=1
word=pound, count=2
word=pots, count=1
word=potatoes, count=3
word=posts, count=1
word=postcards, count=1
word=post, count=1
word=possibly, count=2
word=possible, count=4
word=possesses, count=2
word=possessed, count=1
word=position, count=3
word=pose, count=1
word=pos, count=1
word=ports, count=1
word=port, count=3
word=porridge, count=1
word=popular, count=2
word=populace, count=2
word=popcorn, count=1
word=poor, count=12
word=pondering, count=1
word=pond, count=1
word=pommeled, count=1
word=political, count=1
word=polite, count=1
word=policy, count=1
word=policemen, count=1
word=policeman, count=3
word=poison, count=1
word=points, count=1
word=pointing, count=1
word=point, count=2
word=pods, count=4
word=pod, count=5
word=pockets, count=2
word=pocket, count=1
word=pneumonia, count=1
word=plunged, count=1
word=plumb, count=1
word=plowed, count=2
word=plight, count=1
word=plenty, count=2
word=pleasure, count=2
word=pleased, count=3
word=please, count=1
word=pleasantly, count=1
word=pleasanter, count=1
word=pleasant, count=1
word=pleaded, count=2
word=playing, count=2
word=playful, count=1
word=play, count=8
word=plants, count=10
word=planting, count=1
word=planters, count=4
word=planter, count=2
word=planted, count=1
word=plantations, count=1
word=plantation, count=1
word=plant, count=17
word=plans, count=1
word=planning, count=1
word=plan, count=3
word=plain, count=4
word=places, count=4
word=placed, count=1
word=place, count=18
word=pity, count=2
word=pitiless, count=2
word=pitiable, count=1
word=pitched, count=1
word=pitch, count=1
word=piped, count=2
word=pink, count=3
word=pillow, count=1
word=pigment, count=1
word=pieces, count=3
word=piece, count=3
word=pictures, count=3
word=pictured, count=1
word=picture, count=3
word=picking, count=1
word=picked, count=5
word=pick, count=4
word=physique, count=1
word=phrase, count=4
word=philosophy, count=1
word=philosophically, count=1
word=philosophic, count=1
word=pgdp, count=1
word=pet, count=2
word=pests, count=2
word=pestering, count=2
word=pest, count=2
word=persons, count=4
word=personified, count=1
word=personality, count=1
word=personal, count=1
word=personage, count=1
word=person, count=7
word=persisted, count=1
word=persians, count=1
word=persia, count=1
word=periodically, count=1
word=perhaps, count=9
word=performing, count=1
word=performed, count=1
word=perfection, count=1
word=perennial, count=2
word=perched, count=2
word=perceptible, count=1
word=peppermint, count=1
word=peoples, count=2
word=people, count=24
word=penny, count=1
word=pennies, count=4
word=penitently, count=1
word=peevishly, count=1
word=peering, count=1
word=peep, count=1
word=peel, count=1
word=pedestrians, count=1
word=peculiar, count=1
word=peanut, count=1
word=peach, count=2
word=peacefully, count=1
word=peaceful, count=1
word=peace, count=2
word=payroll, count=2
word=pay, count=3
word=pavements, count=1
word=paused, count=3
word=patted, count=1
word=patience, count=1
word=pathway, count=1
word=path, count=1
word=patented, count=1
word=patchwork, count=1
word=patches, count=2
word=patched, count=2
word=patch, count=1
word=past, count=8
word=passing, count=2
word=passer, count=1
word=passed, count=7
word=pass, count=5
word=parts, count=1
word=partner, count=1
word=partisanship, count=1
word=particle, count=1
word=parted, count=3
word=part, count=12
word=parks, count=2
word=park, count=4
word=parchment, count=1
word=parcels, count=1
word=parcel, count=1
word=paradoxical, count=1
word=paper, count=6
word=pantry, count=3
word=panting, count=1
word=pans, count=1
word=panic, count=1
word=panelled, count=1
word=palpitating, count=1
word=palm, count=2
word=palaver, count=1
word=pairs, count=1
word=painting, count=3
word=paint, count=3
word=painfully, count=1
word=pain, count=1
word=paid, count=4
word=page, count=4
word=pad, count=1
word=packed, count=2
word=pack, count=1
word=p, count=1
word=owner, count=2
word=owned, count=1
word=own, count=21
word=owed, count=1
word=overwhelmed, count=1
word=overtook, count=1
word=overtaken, count=1
word=overlooking, count=1
word=overhauled, count=1
word=overgrown, count=1
word=over, count=31
word=oven, count=1
word=outshone, count=1
word=outset, count=1
word=outrageous, count=1
word=outlying, count=1
word=outgrown, count=2
word=outang, count=1
word=out, count=103
word=ourselves, count=4
word=ours, count=4
word=our, count=19
word=oughtn, count=1
word=ought, count=5
word=otherwise, count=2
word=others, count=4
word=other, count=52
word=ostracized, count=1
word=orleans, count=2
word=originally, count=1
word=original, count=1
word=orientals, count=1
word=oriental, count=2
word=orient, count=2
word=ordinarily, count=1
word=ordered, count=2
word=order, count=4
word=ordeal, count=2
word=oranges, count=1
word=orange, count=2
word=orang, count=1
word=or, count=102
word=optimistic, count=2
word=oppressive, count=1
word=opposite, count=1
word=opportunity, count=1
word=opportunities, count=1
word=opponents, count=1
word=opinion, count=3
word=operators, count=1
word=operatives, count=1
word=operate, count=1
word=opener, count=1
word=opened, count=3
word=open, count=5
word=oodles, count=1
word=only, count=35
word=online, count=1
word=onions, count=2
word=ones, count=6
word=one, count=87
word=once, count=10
word=on, count=157
word=oldest, count=1
word=older, count=8
word=old, count=41
word=oklahoma, count=2
word=oilskin, count=1
word=oil, count=1
word=oh, count=41
word=often, count=13
word=oft, count=1
word=officers, count=1
word=officer, count=1
word=office, count=3
word=offhand, count=1
word=offering, count=2
word=offered, count=1
word=offer, count=1
word=offense, count=1
word=offence, count=1
word=off, count=20
word=of, count=638
word=odd, count=2
word=ocean, count=4
word=occurred, count=2
word=occupation, count=2
word=occasion, count=1
word=obviously, count=1
word=observer, count=1
word=observed, count=6
word=observe, count=1
word=observation, count=1
word=obliged, count=1
word=objected, count=3
word=obey, count=2
word=oaken, count=1
word=o, count=17
word=nut, count=1
word=nursery, count=1
word=nursemaid, count=2
word=nurse, count=2
word=numbers, count=1
word=numbered, count=1
word=number, count=7
word=nowhere, count=2
word=now, count=67
word=november, count=1
word=notwithstanding, count=1
word=notions, count=2
word=notion, count=6
word=noticing, count=1
word=noticed, count=1
word=notice, count=3
word=nothings, count=1
word=nothing, count=26
word=note, count=2
word=not, count=219
word=noses, count=1
word=north, count=7
word=normal, count=1
word=nor, count=8
word=nonsense, count=1
word=none, count=2
word=noisy, count=2
word=noiselessly, count=1
word=noise, count=2
word=nodded, count=7
word=nod, count=2
word=nobody, count=6
word=no, count=94
word=nips, count=1
word=ninety, count=1
word=nineteen, count=1
word=nine, count=2
word=night, count=15
word=nigh, count=1
word=nieces, count=1
word=nicely, count=1
word=nice, count=7
word=nibbled, count=1
word=next, count=7
word=news, count=1
word=newly, count=3
word=newcomer, count=1
word=new, count=19
word=nevertheless, count=7
word=never, count=45
word=net, count=3
word=nervous, count=1
word=nerve, count=3
word=nephews, count=1
word=nellie, count=3
word=nell, count=13
word=neither, count=3
word=neighbors, count=6
word=neighborhood, count=4
word=neighbor, count=4
word=negro, count=1
word=needle, count=3
word=needier, count=1
word=needed, count=9
word=need, count=7
word=neck, count=1
word=necessity, count=1
word=neat, count=1
word=nearly, count=2
word=nearer, count=1
word=near, count=5
word=nautical, count=2
word=nature, count=3
word=naturally, count=3
word=natural, count=2
word=natives, count=5
word=native, count=1
word=nations, count=4
word=nasty, count=1
word=narrowly, count=1
word=narrow, count=3
word=nap, count=1
word=namesake, count=1
word=name, count=14
word=nails, count=1
word=n, count=1
word=myth, count=2
word=mysterious, count=4
word=mysteries, count=1
word=myself, count=7
word=myriad, count=1
word=my, count=44
word=mustn, count=1
word=must, count=31
word=muslins, count=1
word=mush, count=1
word=mused, count=1
word=murphys, count=2
word=murphy, count=6
word=murmured, count=9
word=municipal, count=1
word=mumbled, count=1
word=multitudinous, count=1
word=multitude, count=1
word=mulberry, count=28
word=muffled, count=3
word=muddy, count=2
word=mud, count=1
word=much, count=48
word=mrs, count=84
word=mr, count=26
word=moving, count=2
word=movement, count=1
word=moved, count=2
word=move, count=1
word=mouthed, count=1
word=mouth, count=6
word=mountains, count=1
word=motorist, count=1
word=motoring, count=1
word=motor, count=1
word=motionless, count=1
word=motioned, count=1
word=motherhood, count=1
word=mother, count=74
word=most, count=13
word=mortifying, count=1
word=morsel, count=1
word=morrow, count=9
word=morning, count=15
word=moreover, count=4
word=more, count=51
word=moralizing, count=1
word=mop, count=1
word=moodily, count=2
word=mood, count=2
word=months, count=2
word=month, count=3
word=monte, count=1
word=monotonous, count=1
word=money, count=22
word=monday, count=4
word=moment, count=7
word=mold, count=1
word=molasses, count=2
word=moisture, count=4
word=moist, count=3
word=modestly, count=2
word=modest, count=2
word=model, count=1
word=moaned, count=1
word=mixture, count=1
word=mixed, count=3
word=mittens, count=3
word=mitten, count=1
word=mites, count=1
word=mite, count=2
word=mistaken, count=3
word=mist, count=1
word=missouri, count=2
word=mississippi, count=1
word=mission, count=1
word=missing, count=1
word=missed, count=1
word=miss, count=3
word=misinterpreting, count=1
word=mishaps, count=1
word=misguided, count=1
word=misgave, count=1
word=misfortunes, count=2
word=misfortune, count=5
word=misery, count=1
word=miscreant, count=1
word=mischievously, count=2
word=mischievous, count=2
word=mischief, count=1
word=mirrors, count=1
word=miracles, count=1
word=miracle, count=4
word=minutes, count=1
word=minute, count=10
word=minton, count=1
word=minor, count=3
word=mine, count=1
word=minds, count=1
word=mind, count=16
word=mimicked, count=1
word=mills, count=17
word=millions, count=1
word=million, count=1
word=miller, count=5
word=mill, count=5
word=milk, count=2
word=milestone, count=1
word=mile, count=1
word=mildew, count=1
word=mild, count=1
word=mike, count=2
word=mighty, count=4
word=might, count=33
word=midway, count=1
word=midst, count=2
word=midget, count=3
word=middle, count=1
word=mexico, count=2
word=methods, count=1
word=method, count=1
word=meted, count=1
word=metal, count=1
word=met, count=7
word=messenger, count=1
word=mess, count=1
word=merry, count=1
word=merits, count=1
word=merely, count=4
word=mercy, count=1
word=merciless, count=1
word=mentioning, count=1
word=mentioned, count=3
word=mention, count=2
word=mental, count=1
word=mending, count=1
word=mended, count=1
word=mend, count=1
word=menaced, count=1
word=menace, count=1
word=men, count=9
word=memory, count=1
word=members, count=1
word=meet, count=4
word=meditated, count=2
word=medicines, count=3
word=medicine, count=2
word=meddling, count=1
word=meddlesome, count=1
word=meaty, count=1
word=meat, count=1
word=measure, count=2
word=measles, count=1
word=meantime, count=4
word=meant, count=9
word=means, count=5
word=meannesses, count=1
word=meanest, count=1
word=mean, count=10
word=meals, count=1
word=meal, count=1
word=meager, count=1
word=me, count=64
word=mcgregors, count=8
word=mcgregor, count=73
word=mayo, count=2
word=maybe, count=9
word=may, count=16
word=matters, count=2
word=mattered, count=1
word=matter, count=16
word=material, count=4
word=matched, count=1
word=match, count=1
word=mat, count=1
word=master, count=1
word=mashed, count=1
word=mary, count=37
word=marvelous, count=2
word=marvel, count=1
word=martin, count=12
word=market, count=4
word=marked, count=2
word=margin, count=1
word=march, count=1
word=marbles, count=1
word=marble, count=1
word=maps, count=1
word=map, count=1
word=many, count=26
word=manufacturing, count=2
word=manufacture, count=1
word=manner, count=3
word=mandeville, count=4
word=managed, count=3
word=manage, count=2
word=man, count=30
word=male, count=1
word=making, count=9
word=makeshift, count=1
word=makes, count=6
word=makers, count=1
word=make, count=34
word=majestic, count=1
word=main, count=1
word=maid, count=1
word=mahogany, count=1
word=magician, count=1
word=magic, count=6
word=maelstrom, count=1
word=madras, count=1
word=madly, count=1
word=made, count=32
word=mad, count=3
word=machines, count=1
word=machinery, count=2
word=machine, count=8
word=ma, count=39
word=m, count=49
word=luxury, count=1
word=lusterless, count=1
word=luster, count=1
word=lurked, count=3
word=lure, count=1
word=luncheon, count=1
word=luggage, count=1
word=lucky, count=4
word=luckily, count=1
word=luck, count=3
word=loyalty, count=2
word=loyal, count=1
word=lower, count=3
word=low, count=3
word=lovington, count=1
word=loving, count=1
word=loved, count=3
word=love, count=2
word=loulie, count=1
word=louisiana, count=2
word=louise, count=38
word=loud, count=1
word=lots, count=8
word=lot, count=9
word=lost, count=6
word=losing, count=3
word=lose, count=8
word=lord, count=2
word=loosening, count=1
word=looms, count=1
word=loom, count=1
word=looking, count=2
word=looked, count=8
word=look, count=8
word=longer, count=4
word=longed, count=2
word=long, count=32
word=loiter, count=1
word=lofty, count=1
word=locusts, count=1
word=locoed, count=1
word=locked, count=2
word=lock, count=1
word=location, count=1
word=local, count=2
word=loam, count=2
word=loads, count=1
word=ll, count=52
word=living, count=2
word=lives, count=1
word=lived, count=14
word=live, count=10
word=littlest, count=1
word=little, count=58
word=lit, count=1
word=listening, count=2
word=listeners, count=1
word=listener, count=3
word=listened, count=2
word=listen, count=1
word=list, count=2
word=lisped, count=1
word=liquid, count=1
word=lips, count=6
word=lip, count=1
word=lint, count=2
word=link, count=1
word=linings, count=1
word=lines, count=1
word=lined, count=2
word=line, count=1
word=lincoln, count=1
word=limited, count=1
word=limit, count=1
word=limber, count=1
word=lilac, count=1
word=likes, count=1
word=likely, count=3
word=liked, count=1
word=like, count=66
word=lights, count=2
word=lightly, count=1
word=lighter, count=1
word=lighted, count=1
word=light, count=4
word=lift, count=1
word=lifetime, count=1
word=life, count=15
word=lies, count=1
word=lie, count=3
word=liable, count=1
word=level, count=1
word=letting, count=1
word=letters, count=1
word=letter, count=4
word=let, count=20
word=lessons, count=1
word=lesson, count=3
word=less, count=4
word=lentil, count=1
word=lent, count=1
word=lengths, count=1
word=lengthened, count=1
word=length, count=7
word=lend, count=1
word=leisure, count=2
word=legend, count=2
word=left, count=4
word=led, count=3
word=leaving, count=1
word=leaves, count=8
word=leave, count=7
word=leather, count=2
word=least, count=8
word=leash, count=2
word=learning, count=4
word=learned, count=5
word=learn, count=4
word=leaping, count=2
word=leaped, count=1
word=leaning, count=1
word=leaf, count=3
word=leading, count=2
word=leadership, count=1
word=leader, count=1
word=lead, count=2
word=le, count=1
word=lazy, count=1
word=laying, count=1
word=layers, count=1
word=lay, count=6
word=lawyer, count=1
word=lawsuits, count=2
word=laws, count=1
word=law, count=1
word=lavender, count=1
word=launched, count=1
word=laughing, count=3
word=laughed, count=16
word=laugh, count=2
word=latter, count=3
word=latin, count=3
word=later, count=4
word=lately, count=1
word=late, count=9
word=lasting, count=1
word=last, count=10
word=lassie, count=1
word=larger, count=2
word=large, count=5
word=lanky, count=1
word=language, count=2
word=lands, count=4
word=landlord, count=1
word=landed, count=1
word=land, count=8
word=lamplight, count=1
word=lamentations, count=1
word=lambs, count=1
word=lamb, count=23
word=laid, count=3
word=lady, count=5
word=laden, count=1
word=laddie, count=6
word=lad, count=6
word=lacked, count=1
word=lack, count=3
word=labyrinthian, count=1
word=labor, count=1
word=la, count=1
word=knows, count=5
word=known, count=5
word=knowledge, count=1
word=knowing, count=4
word=know, count=73
word=knocked, count=1
word=knock, count=4
word=knob, count=2
word=knives, count=1
word=knew, count=19
word=knees, count=3
word=kneeling, count=2
word=knee, count=3
word=kitten, count=1
word=kitchen, count=4
word=kissed, count=1
word=kiss, count=2
word=king, count=2
word=kinds, count=4
word=kindness, count=5
word=kindly, count=6
word=kindlings, count=1
word=kind, count=18
word=kimball, count=1
word=killing, count=1
word=killed, count=4
word=kids, count=2
word=kiddie, count=1
word=kid, count=9
word=kick, count=1
word=keyhole, count=1
word=kettle, count=2
word=kernel, count=1
word=kept, count=14
word=kentucky, count=2
word=keeping, count=2
word=keep, count=14
word=keen, count=1
word=katie, count=4
word=karen, count=1
word=kansas, count=2
word=justice, count=5
word=just, count=54
word=jump, count=1
word=july, count=1
word=julius, count=1
word=julie, count=18
word=judgment, count=1
word=judged, count=1
word=jr, count=1
word=jovial, count=1
word=jove, count=2
word=joseph, count=1
word=jolted, count=1
word=jokes, count=1
word=joker, count=1
word=joke, count=2
word=joined, count=3
word=john, count=7
word=joey, count=12
word=jocosely, count=1
word=jobs, count=2
word=job, count=18
word=jinks, count=1
word=jiffy, count=1
word=jewels, count=1
word=jet, count=1
word=jestingly, count=1
word=jested, count=2
word=jerk, count=1
word=jeopardized, count=1
word=jelly, count=1
word=jealously, count=2
word=jawing, count=1
word=jaw, count=1
word=jaunty, count=1
word=japan, count=1
word=james, count=15
word=jakie, count=1
word=jack, count=5
word=j, count=1
word=ix, count=2
word=ivory, count=2
word=iv, count=2
word=itself, count=3
word=its, count=32
word=italy, count=1
word=it, count=504
word=issue, count=1
word=isn, count=31
word=islands, count=1
word=island, count=1
word=is, count=166
word=irrigated, count=1
word=irresolute, count=1
word=ironed, count=1
word=iridescent, count=1
word=involuntarily, count=1
word=invitingly, count=1
word=invited, count=1
word=investigators, count=1
word=investigate, count=1
word=inventors, count=2
word=inventor, count=2
word=invention, count=1
word=invented, count=4
word=invalid, count=2
word=introduction, count=1
word=intriguing, count=1
word=into, count=66
word=interruption, count=1
word=interrupted, count=7
word=interrupt, count=1
word=interrogated, count=2
word=interpreted, count=1
word=interior, count=2
word=interfere, count=1
word=interesting, count=1
word=interested, count=2
word=interest, count=4
word=intercept, count=1
word=intentness, count=1
word=intent, count=2
word=institution, count=1
word=instead, count=5
word=instantly, count=6
word=instant, count=6
word=instances, count=1
word=instance, count=3
word=insists, count=1
word=inside, count=7
word=insects, count=2
word=ins, count=1
word=inroads, count=1
word=inquiringly, count=1
word=inquired, count=8
word=injustices, count=1
word=injustice, count=2
word=injun, count=1
word=inhabitants, count=2
word=inhabitant, count=1
word=ingenious, count=1
word=infringers, count=1
word=infrequently, count=1
word=informed, count=2
word=information, count=2
word=influence, count=1
word=inevitable, count=2
word=inestimable, count=1
word=indispensable, count=1
word=indignation, count=1
word=indian, count=7
word=india, count=20
word=independent, count=1
word=independence, count=1
word=indeed, count=12
word=incredible, count=2
word=increasing, count=2
word=increased, count=3
word=increase, count=1
word=incongruous, count=2
word=incompetent, count=1
word=income, count=1
word=includes, count=1
word=included, count=1
word=incident, count=1
word=inch, count=2
word=incense, count=1
word=in, count=354
word=impulsively, count=2
word=impulses, count=1
word=impulse, count=3
word=improvised, count=1
word=imprisoned, count=1
word=imprints, count=1
word=impossible, count=3
word=imposing, count=1
word=imported, count=1
word=important, count=4
word=importance, count=3
word=impolite, count=1
word=impishly, count=1
word=impatiently, count=1
word=impatient, count=1
word=imparting, count=1
word=impart, count=1
word=immediate, count=1
word=imaginings, count=1
word=imagined, count=1
word=imagine, count=6
word=imagination, count=4
word=illustrations, count=3
word=illustration, count=1
word=illness, count=1
word=ill, count=2
word=iii, count=2
word=ii, count=2
word=ignorant, count=1
word=ignorance, count=1
word=if, count=121
word=idol, count=1
word=idling, count=1
word=idle, count=3
word=ideas, count=1
word=idea, count=12
word=ice, count=1
word=i, count=426
word=hustled, count=1
word=husky, count=1
word=hush, count=2
word=hurt, count=3
word=hurrying, count=2
word=hurry, count=3
word=hurriedly, count=2
word=hurried, count=1
word=hurrah, count=1
word=hunted, count=1
word=hunt, count=3
word=hungry, count=1
word=hungrily, count=1
word=hung, count=2
word=hundred, count=7
word=hunch, count=2
word=humph, count=1
word=humored, count=1
word=humor, count=2
word=humid, count=1
word=humdrum, count=2
word=humble, count=1
word=humanely, count=1
word=human, count=3
word=hullo, count=1
word=hullabaloo, count=1
word=huh, count=1
word=huge, count=2
word=hued, count=1
word=hue, count=2
word=hubbub, count=1
word=http, count=3
word=html, count=1
word=htm, count=2
word=however, count=18
word=how, count=67
word=housework, count=1
word=housewife, count=1
word=houses, count=1
word=housekeeper, count=1
word=household, count=5
word=house, count=9
word=hours, count=5
word=hour, count=2
word=hotly, count=1
word=hot, count=9
word=host, count=1
word=horseback, count=1
word=horse, count=1
word=horror, count=1
word=horrified, count=1
word=horny, count=1
word=hoping, count=1
word=hopes, count=1
word=hopeless, count=1
word=hopeful, count=1
word=hoped, count=1
word=hope, count=5
word=honor, count=1
word=honesty, count=3
word=honest, count=2
word=homeward, count=1
word=home, count=45
word=holiday, count=3
word=holes, count=1
word=hole, count=1
word=holds, count=1
word=holding, count=1
word=hold, count=5
word=hockey, count=1
word=hive, count=1
word=hither, count=2
word=hit, count=3
word=history, count=3
word=historian, count=1
word=his, count=258
word=hired, count=1
word=hinted, count=1
word=hines, count=1
word=hindoo, count=1
word=hinder, count=1
word=himself, count=20
word=him, count=124
word=hill, count=1
word=hike, count=1
word=highly, count=2
word=higher, count=1
word=high, count=11
word=hieroglyphics, count=2
word=hiding, count=1
word=hi, count=1
word=hesitated, count=3
word=herself, count=5
word=hers, count=2
word=herodotus, count=3
word=hero, count=6
word=here, count=23
word=her, count=175
word=hence, count=4
word=helps, count=1
word=helpless, count=1
word=helping, count=3
word=helpful, count=1
word=helped, count=4
word=help, count=15
word=held, count=3
word=heirs, count=1
word=heirloom, count=1
word=heels, count=2
word=heeding, count=1
word=heed, count=3
word=hectoring, count=2
word=heavy, count=5
word=heavenly, count=1
word=heathen, count=1
word=heated, count=1
word=heat, count=1
word=hearty, count=1
word=hearts, count=2
word=heartless, count=1
word=hearted, count=3
word=heart, count=3
word=hears, count=2
word=hearing, count=1
word=heard, count=11
word=hear, count=14
word=heaps, count=1
word=health, count=1
word=healing, count=1
word=heads, count=1
word=headquarters, count=1
word=head, count=17
word=he, count=424
word=havoc, count=1
word=having, count=10
word=haven, count=7
word=have, count=138
word=haunting, count=1
word=hated, count=1
word=hate, count=2
word=hat, count=4
word=hasty, count=1
word=hastily, count=2
word=hastened, count=4
word=hasn, count=2
word=hashed, count=1
word=has, count=28
word=harvest, count=1
word=harsh, count=1
word=harrowed, count=1
word=harridan, count=1
word=harmony, count=1
word=harm, count=1
word=harlings, count=17
word=harling, count=47
word=hardly, count=8
word=harding, count=1
word=harder, count=3
word=hard, count=11
word=happy, count=6
word=happiness, count=2
word=happier, count=1
word=happens, count=1
word=happenings, count=1
word=happened, count=10
word=happen, count=5
word=hang, count=2
word=hands, count=8
word=handle, count=1
word=handed, count=2
word=hand, count=24
word=halted, count=3
word=halo, count=1
word=hallway, count=2
word=hall, count=1
word=half, count=8
word=hal, count=71
word=hairy, count=1
word=haired, count=1
word=hair, count=2
word=hail, count=1
word=hadn, count=10
word=had, count=218
word=h, count=6
word=gyrations, count=1
word=gutenberg, count=5
word=guide, count=1
word=guessed, count=2
word=guess, count=14
word=grumbling, count=1
word=gruffly, count=1
word=gruesome, count=1
word=grudging, count=1
word=growth, count=1
word=grows, count=2
word=grown, count=6
word=growing, count=8
word=growers, count=1
word=grower, count=1
word=grow, count=9
word=group, count=5
word=ground, count=3
word=grocery, count=1
word=groceries, count=1
word=grocer, count=4
word=grinning, count=1
word=grinned, count=6
word=grin, count=1
word=grimy, count=1
word=grim, count=2
word=grieved, count=1
word=grew, count=8
word=greeting, count=1
word=greeted, count=1
word=greet, count=1
word=greene, count=10
word=green, count=6
word=greeks, count=2
word=greek, count=2
word=greece, count=2
word=greatest, count=1
word=greater, count=4
word=great, count=32
word=gray, count=7
word=gravely, count=1
word=grave, count=2
word=gratitude, count=1
word=gratify, count=1
word=gratification, count=1
word=gratefully, count=1
word=grateful, count=1
word=grasshoppers, count=1
word=grass, count=2
word=grasp, count=1
word=granted, count=1
word=grandfather, count=10
word=grandchildren, count=1
word=grand, count=2
word=gradually, count=2
word=gown, count=1
word=got, count=34
word=gossiped, count=1
word=gossip, count=2
word=goods, count=1
word=goodness, count=1
word=good, count=41
word=gone, count=10
word=golden, count=3
word=gold, count=3
word=going, count=36
word=goes, count=3
word=gods, count=1
word=godmother, count=2
word=god, count=1
word=goat, count=1
word=go, count=53
word=glowing, count=1
word=glowed, count=1
word=gloves, count=1
word=glory, count=2
word=globe, count=3
word=glitter, count=1
word=glimpsed, count=1
word=glimpse, count=1
word=glass, count=2
word=glanced, count=5
word=glance, count=3
word=glad, count=11
word=giving, count=3
word=gives, count=3
word=given, count=6
word=give, count=15
word=girls, count=7
word=girlie, count=1
word=girl, count=15
word=gins, count=6
word=ginning, count=1
word=ginned, count=1
word=gingham, count=1
word=gin, count=14
word=gilt, count=1
word=gift, count=1
word=giant, count=2
word=ghost, count=1
word=getting, count=9
word=gets, count=4
word=get, count=56
word=georgian, count=1
word=georgia, count=6
word=geometry, count=1
word=geography, count=5
word=genuinely, count=1
word=genuine, count=4
word=gently, count=5
word=gentlemen, count=2
word=gentleman, count=6
word=genius, count=2
word=generous, count=2
word=generation, count=1
word=generally, count=2
word=general, count=7
word=gems, count=1
word=gee, count=1
word=gaze, count=1
word=gayly, count=1
word=gay, count=3
word=gave, count=8
word=gauze, count=4
word=gaunt, count=1
word=gathering, count=2
word=gathered, count=5
word=gather, count=2
word=gasped, count=6
word=gasoline, count=1
word=garments, count=3
word=garb, count=1
word=gaping, count=1
word=ganges, count=3
word=gang, count=1
word=gandhi, count=1
word=game, count=2
word=galling, count=1
word=gales, count=1
word=gale, count=1
word=gait, count=1
word=gained, count=1
word=gage, count=1
word=fussing, count=3
word=fussed, count=2
word=fuss, count=1
word=furthermore, count=1
word=furnishings, count=1
word=furnishes, count=1
word=fur, count=4
word=funny, count=5
word=fungi, count=1
word=functions, count=1
word=fun, count=2
word=fumbled, count=1
word=full, count=2
word=fulfilled, count=1
word=fry, count=1
word=fruit, count=3
word=frowned, count=1
word=froth, count=1
word=frost, count=1
word=frontwards, count=1
word=frontispiece, count=1
word=from, count=96
word=frolicked, count=1
word=frolic, count=1
word=frivolous, count=1
word=frightens, count=1
word=frightened, count=1
word=friendship, count=1
word=friends, count=4
word=friendly, count=1
word=friend, count=9
word=fretted, count=1
word=fretfully, count=1
word=fretful, count=1
word=fret, count=1
word=freshly, count=1
word=fresh, count=7
word=frequently, count=3
word=frenzied, count=1
word=frenchmen, count=1
word=freely, count=1
word=freedom, count=1
word=free, count=5
word=frederick, count=43
word=freak, count=2
word=frankness, count=1
word=frankly, count=1
word=france, count=2
word=frames, count=1
word=framed, count=1
word=frame, count=3
word=fragments, count=1
word=fragile, count=1
word=fracas, count=1
word=fourteen, count=1
word=four, count=3
word=founded, count=1
word=found, count=17
word=fought, count=1
word=forward, count=4
word=forum, count=1
word=forty, count=1
word=fortune, count=1
word=fortunately, count=1
word=fortunate, count=1
word=forthcoming, count=1
word=forth, count=4
word=forsythia, count=1
word=formula, count=1
word=formerly, count=1
word=form, count=3
word=forgotten, count=3
word=forgot, count=4
word=forgetting, count=1
word=forget, count=9
word=forever, count=3
word=foremost, count=1
word=foreman, count=2
word=foreign, count=3
word=forehead, count=1
word=forecast, count=1
word=forcefully, count=1
word=forced, count=4
word=for, count=230
word=foot, count=2
word=fools, count=1
word=foolish, count=2
word=fool, count=2
word=food, count=3
word=fondly, count=1
word=fond, count=1
word=followers, count=1
word=followed, count=6
word=folks, count=5
word=folds, count=1
word=fold, count=1
word=foaming, count=2
word=fly, count=1
word=flushed, count=2
word=flummeries, count=1
word=flowers, count=1
word=flourish, count=1
word=florida, count=2
word=floors, count=1
word=floor, count=5
word=flooded, count=1
word=flock, count=3
word=flinty, count=1
word=flights, count=2
word=flies, count=1
word=flicker, count=1
word=flew, count=1
word=flesh, count=1
word=fleeces, count=1
word=fleece, count=3
word=flax, count=1
word=flatter, count=1
word=flat, count=5
word=flashing, count=1
word=flared, count=1
word=flanked, count=1
word=flaming, count=1
word=flagrantly, count=1
word=flagrant, count=1
word=fixed, count=1
word=five, count=6
word=fitted, count=1
word=fit, count=4
word=fists, count=1
word=fish, count=1
word=first, count=15
word=firm, count=3
word=fires, count=1
word=firemen, count=1
word=fired, count=3
word=fire, count=7
word=finished, count=2
word=finish, count=1
word=fingers, count=6
word=fingering, count=1
word=finger, count=1
word=finest, count=1
word=finer, count=1
word=fine, count=9
word=finds, count=1
word=finding, count=3
word=find, count=13
word=financial, count=1
word=finally, count=2
word=finality, count=1
word=final, count=2
word=film, count=1
word=filled, count=1
word=fill, count=1
word=file, count=1
word=figures, count=1
word=figured, count=1
word=figure, count=1
word=fighting, count=2
word=fighter, count=1
word=fight, count=4
word=fifth, count=3
word=fifteenth, count=1
word=fields, count=2
word=field, count=2
word=fidgety, count=1
